Date,Team,Inning,Pitcher,Batter,BC,Result,Prev,Next,LEV,REs,REa,WPe,WPa
06-14,NC,8회초,김재열,8 이병헌,4 (1-2),낫아웃 삼진,2사 2루 5:4,이닝종료 5:4,1.32,0.399,-0.399,30.4%,-0.037
04-06,KIA,2회초,윤영철,8 이병헌,4 (1-2),헛스윙 삼진,1사 2루 0:0,2사 2루 0:0,1.29,0.784,-0.391,51.7%,-0.036
06-02,한화,6회말,문동주,7 이병헌,5 (1-2),루킹 삼진,2사 1루 0:0,이닝종료 0:0,1.27,0.243,-0.243,50.0%,-0.036
05-28,키움,5회말,후라도,9 이병헌,1 (0-0),우익수 플라이 아웃,무사  2:1,1사  2:1,1.36,0.564,-0.269,37.8%,-0.034
05-23,KT,2회말,원상현,9 이병헌,4 (1-2),헛스윙 삼진,"2사 1,2루 4:0",이닝종료 4:0,1.32,0.505,-0.505,13.8%,-0.034
08-04,SSG,4회말,장지훈,9 이병헌,5 (2-2),루킹 삼진,2사 만루 2:5,이닝종료 2:5,1.28,0.825,0.175,84.0%,-0.032
06-30,KT,5회초,김민수,8 이병헌,3 (0-2),헛스윙 삼진,무사  1:1,1사  1:1,1.19,0.582,-0.278,53.0%,-0.030
06-02,한화,2회말,문동주,7 이병헌,4 (1-2),헛스윙 삼진,1사 1루 0:0,2사 1루 0:0,1.22,0.552,-0.309,52.4%,-0.029
07-18,KIA,4회초,이준영,7 이병헌,3 (1-1),중견수 플라이 아웃,무사  3:3,1사  3:3,1.08,0.584,-0.283,52.7%,-0.027
06-05,SSG,2회초,앤더슨,9 이병헌,6 (2-2),헛스윙 삼진,1사 2루 2:0,2사 2루 2:0,0.95,0.785,-0.390,31.1%,-0.027
04-25,LG,3회말,최원태,9 이병헌,5 (1-2),3루수 땅볼 아웃,무사  2:0,1사  2:0,1.05,0.569,-0.270,29.7%,-0.027
05-12,NC,6회초,이재학,8 이병헌,3 (1-1),3루수 땅볼 아웃,2사 2루 4:2,이닝종료 4:2,0.94,0.390,-0.390,25.5%,-0.027
06-18,SSG,5회말,앤더슨,9 이병헌,5 (2-2),헛스윙 삼진,무사  5:2,1사  5:2,1.02,0.570,-0.270,16.1%,-0.026
06-05,SSG,5회초,앤더슨,9 이병헌,6 (2-2),유격수 땅볼 아웃,무사  2:1,1사  2:1,0.94,0.567,-0.270,38.3%,-0.024
06-08,키움,4회초,후라도,8 이병헌,5 (2-2),헛스윙 삼진,1사 1루 2:6,2사 1루 2:6,0.88,0.550,-0.307,90.0%,-0.021
04-10,롯데,3회초,윌커슨,8 이병헌,2 (0-1),우익수 플라이 아웃,무사  0:3,1사  0:3,0.84,0.558,-0.268,82.0%,-0.021
07-12,두산,6회초,이영하,8 이병헌,4 (1-2),헛스윙 삼진,1사 1루 6:4,2사 1루 6:4,0.87,0.568,-0.340,23.7%,-0.021
06-18,SSG,2회말,앤더슨,9 이병헌,3 (1-1),선행주자아웃 출루,2사 1루 1:2,이닝종료 1:2,0.73,0.239,-0.239,61.4%,-0.021
04-06,KIA,4회초,윤영철,8 이병헌,5 (2-2),중견수 플라이 아웃,무사  2:0,1사  2:0,0.69,0.552,-0.269,28.5%,-0.018
06-05,SSG,9회초,한두솔,9 이병헌,4 (1-2),중견수 플라이 아웃,무사 1루 3:7,1사 1루 3:7,0.75,0.983,-0.428,98.5%,-0.017
07-18,KIA,2회초,알드레드,7 이병헌,4 (1-2),헛스윙 삼진,1사  0:0,2사  0:0,0.65,0.301,-0.184,54.0%,-0.016
05-22,KT,2회말,쿠에바스,9 이병헌,3 (0-2),선행주자아웃 출루,2사 1루 0:2,이닝종료 0:2,0.58,0.238,-0.238,71.5%,-0.016
06-28,KT,4회초,이채호,8 이병헌,6 (3-2),헛스윙 삼진,1사 1루 3:0,2사 2루 3:0,0.66,0.564,-0.327,19.7%,-0.016
05-24,롯데,3회초,나균안,8 이병헌,6 (2-2),루킹 삼진,1사 2루 5:1,2사 2루 5:1,0.53,0.791,-0.401,14.4%,-0.015
05-17,한화,5회말,황준서,8 이병헌,4 (1-2),헛스윙 삼진,무사  1:3,1사  1:3,0.57,0.559,-0.268,80.1%,-0.014
04-18,두산,1회말,곽빈,8 이병헌,1 (0-0),우익수 플라이 아웃,2사 2루 0:4,이닝종료 0:4,0.49,0.387,-0.387,84.6%,-0.014
04-25,LG,5회말,최원태,9 이병헌,6 (3-2),헛스윙 삼진,2사  2:0,이닝종료 2:0,0.53,0.119,-0.119,21.7%,-0.014
06-02,한화,4회말,문동주,7 이병헌,6 (3-2),루킹 삼진,2사  0:0,이닝종료 0:0,0.52,0.119,-0.119,50.0%,-0.013
05-21,KT,11회말,손동현,8 이병헌,2 (0-1),1루수 땅볼 아웃,1사  8:5,2사  8:5,0.50,0.293,-0.175,0.5%,-0.013
04-07,KIA,4회초,양현종,8 이병헌,3 (0-2),유격수 땅볼 아웃,1사  3:1,2사  3:1,0.51,0.282,-0.170,29.7%,-0.013
04-07,KIA,2회초,양현종,8 이병헌,6 (3-2),유격수 땅볼 아웃,2사  1:1,이닝종료 1:1,0.42,0.112,-0.112,55.1%,-0.011
06-14,NC,2회초,신민혁,8 이병헌,1 (0-0),좌익수 플라이 아웃,2사  1:2,이닝종료 1:2,0.42,0.118,-0.118,65.8%,-0.011
06-30,KT,2회초,조이현,8 이병헌,2 (0-1),유격수 땅볼 아웃,2사  1:1,이닝종료 1:1,0.42,0.118,-0.118,55.1%,-0.011
