Date,Team,Inning,Pitcher,Batter,BC,Result,Prev,Next,LEV,REs,REa,WPe,WPa
06-26,LG,9회초,유영찬,8 이성규,3 (1-1),1루수 파울플라이 아웃,1사  1:1,2사  1:1,1.80,0.302,-0.183,60.4%,-0.045
05-11,NC,7회초,김영규,9 이성규,3 (0-2),헛스윙 삼진,1사 1루 0:2,2사 1루 0:2,1.80,0.546,-0.315,85.7%,-0.043
07-18,KIA,1회초,알드레드,5 이성규,3 (0-2),좌익수 플라이 아웃,"2사 1,2루 0:0",이닝종료 0:0,1.62,0.476,-0.476,54.8%,-0.042
06-09,키움,1회초,헤이수스,2 이성규,4 (1-2),헛스윙 삼진,무사 2루 0:0,1사 2루 0:0,1.22,1.284,-0.500,48.2%,-0.041
07-31,LG,4회초,손주영,6 이성규,4 (1-2),루킹 삼진,"2사 1,2루 1:4",이닝종료 1:4,1.58,0.500,-0.500,86.4%,-0.041
06-04,SSG,5회초,송영진,6 이성규,1 (0-0),2루수 플라이 아웃,1사 1루 0:1,2사 1루 0:1,1.69,0.554,-0.313,67.8%,-0.041
06-05,SSG,8회초,노경은,7 이성규,5 (2-2),헛스윙 삼진,"2사 1,2루 3:6",이닝종료 3:6,1.54,0.504,-0.504,97.3%,-0.040
07-21,롯데,6회말,반즈,6 이성규,4 (1-2),헛스윙 삼진,무사  4:3,1사  4:3,1.57,0.588,-0.286,35.2%,-0.040
06-20,SSG,6회말,조병현,9 이성규,6 (3-2),루킹 삼진,2사 만루 0:2,이닝종료 0:2,1.58,0.850,-0.850,81.9%,-0.040
04-20,한화,7회초,김규연,9 이성규,8 (3-2),좌익수 플라이 아웃,2사 2루 1:0,이닝종료 1:0,1.38,0.397,-0.397,36.0%,-0.039
05-01,두산,2회초,브랜든,7 이성규,5 (2-2),헛스윙 삼진,무사 2루 1:0,1사 2루 1:0,1.13,1.263,-0.454,37.7%,-0.039
05-10,NC,3회초,하트,9 이성규,5 (0-2),루킹 삼진,1사 2루 0:0,2사 2루 0:0,1.39,0.784,-0.393,51.8%,-0.039
05-02,두산,7회초,김강률,2 이성규,4 (1-2),루킹 삼진,1사 2루 2:1,2사 2루 2:1,1.36,0.814,-0.419,32.1%,-0.038
