Date,Team,Inning,Pitcher,Batter,BC,Result,Prev,Next,LEV,REs,REa,WPe,WPa
04-06,KIA,9회초,전상현,2 김현준,1 (0-0),1루수 방면 1루타,"1사 1,3루 5:4","1사 1,3루 6:4",1.42,1.257,1.000,5.0%,0.061
04-13,NC,8회말,이용찬,8 김현준,3 (0-2),사구,"2사 1,3루 4:2",2사 만루 4:2,3.32,0.572,0.366,22.7%,0.061
05-03,롯데,8회말,최준용,8 김현준,9 (3-2),4구,무사 2루 6:5,"무사 1,2루 6:5",3.23,1.264,0.401,54.1%,0.064
08-01,LG,6회초,임찬규,9 김현준,2 (1-0),우익수 방면 1루타,무사 1루 2:0,"무사 1,3루 2:0",1.04,1.036,1.002,12.6%,0.066
08-01,LG,7회초,김유영,9 김현준,5 (2-2),좌익수 방면 1루타,1사 만루 2:0,"1사 1,2루 4:0",1.60,1.960,1.166,4.9%,0.071
03-31,SSG,6회말,더거,1 김현준,2 (1-0),우익수 방면 2루타,1사  3:2,1사 2루 3:2,1.15,0.275,0.494,42.6%,0.074
08-08,한화,4회말,문동주,9 김현준,4 (2-1),중견수 방면 1루타,1사 1루 3:2,"1사 1,3루 3:2",1.59,0.583,0.743,51.4%,0.086
03-31,SSG,4회말,더거,1 김현준,7 (2-2),중견수 방면 3루타,무사  3:0,무사 3루 3:0,0.97,0.540,1.046,30.2%,0.091
07-24,한화,2회초,류현진,9 김현준,3 (1-1),좌익수 방면 1루타,"2사 1,2루 0:0","2사 1,2루 1:0",1.73,0.481,1.000,40.1%,0.106
04-07,KIA,7회초,최지민,2 김현준,4 (2-1),좌익수 방면 1루타,1사 1루 3:3,"1사 1,3루 3:3",2.05,0.546,0.706,38.2%,0.115
03-30,SSG,8회말,조병현,1 김현준,2 (0-1),좌익수 방면 2루타,무사 1루 8:5,무사 2루 8:6,1.98,0.962,1.304,26.9%,0.136
03-23,KT,10회초,박영현,6 김현준,2 (1-0),중견수 방면 1루타,1사 만루 2:2,1사 만루 3:2,5.95,1.654,1.000,9.9%,0.185
